,product_name,Category,link,major_category_name,major_category_link,Array_Position,Section
42,INTERIOR_ACC,AIR FRESHENERS,https://www.canadiantire.ca/en/automotive/interior-car-accessories/air-fresheners.html?,INTERIOR ACCESSORIES,https://www.canadiantire.ca/en/automotive/interior-car-accessories.html,,
43,INTERIOR_ACC,SEAT CUSHIONS,https://www.canadiantire.ca/en/automotive/interior-car-accessories/seat-cushions.html?,INTERIOR ACCESSORIES,https://www.canadiantire.ca/en/automotive/interior-car-accessories.html,,
44,INTERIOR_ACC,CAR WINDOW SHADES AND VISORS,https://www.canadiantire.ca/en/automotive/interior-car-accessories/car-window-shades-visors.html?,INTERIOR ACCESSORIES,https://www.canadiantire.ca/en/automotive/interior-car-accessories.html,,
45,INTERIOR_ACC,CAR WINDOW TINT,https://www.canadiantire.ca/en/automotive/interior-car-accessories/car-window-tint.html?,INTERIOR ACCESSORIES,https://www.canadiantire.ca/en/automotive/interior-car-accessories.html,,
46,INTERIOR_ACC,STEERING WHEEL COVERS,https://www.canadiantire.ca/en/automotive/interior-car-accessories/steering-wheel-covers.html?,INTERIOR ACCESSORIES,https://www.canadiantire.ca/en/automotive/interior-car-accessories.html,,
47,INTERIOR_ACC,KEY CHAINS,https://www.canadiantire.ca/en/automotive/interior-car-accessories/keychains.html?,INTERIOR ACCESSORIES,https://www.canadiantire.ca/en/automotive/interior-car-accessories.html,,
48,INTERIOR_ACC,INTERIOR CAR MIRRORS,https://www.canadiantire.ca/en/automotive/interior-car-accessories/interior-car-mirrors.html?,INTERIOR ACCESSORIES,https://www.canadiantire.ca/en/automotive/interior-car-accessories.html,,
49,LOAN-A-TOOL,GENERAL SERVICE PULLERS,https://www.canadiantire.ca/en/automotive/loan-a-tool/general-service-pullers.html?,LOAN-A-TOOL,https://www.canadiantire.ca/en/automotive/loan-a-tool.html,,
50,LOAN-A-TOOL,GENERAL SERVICE TOOLS,https://www.canadiantire.ca/en/automotive/loan-a-tool/general-service-tools.html?,LOAN-A-TOOL,https://www.canadiantire.ca/en/automotive/loan-a-tool.html,,
51,LOAN-A-TOOL,ENGINE & DRIVETRAIN TOOLS,https://www.canadiantire.ca/en/automotive/loan-a-tool/engine-drivetrain-tools.html?,LOAN-A-TOOL,https://www.canadiantire.ca/en/automotive/loan-a-tool.html,,
52,LOAN-A-TOOL,STEERING & SUSPENSION TOOLS,https://www.canadiantire.ca/en/automotive/loan-a-tool/steering-suspension-tools.html?,LOAN-A-TOOL,https://www.canadiantire.ca/en/automotive/loan-a-tool.html,,
53,LOAN-A-TOOL,A/C & BRAKE TOOLS,https://www.canadiantire.ca/en/automotive/loan-a-tool/ac-brake-tools.html?,LOAN-A-TOOL,https://www.canadiantire.ca/en/automotive/loan-a-tool.html,,
54,LOAN-A-TOOL,FUEL IGNITION TOOLS,https://www.canadiantire.ca/en/automotive/loan-a-tool/fuel-ignition-tools.html?,LOAN-A-TOOL,https://www.canadiantire.ca/en/automotive/loan-a-tool.html,,
55,PRESSURE_WASHERS,ELECTRIC GAS & GAS PRESSURE WASHERS,https://www.canadiantire.ca/en/automotive/pressure-washers-parts-accessories/electric-gas-pressure-washers.html?,"PRESSURE WASHERS, PARTS & ACCESSORIES",https://www.canadiantire.ca/en/automotive/pressure-washers-parts-accessories.html,,
56,PRESSURE_WASHERS,PRESSURE WASHER PARTS & ACCESSORIES,https://www.canadiantire.ca/en/automotive/pressure-washers-parts-accessories/pressure-washer-parts-accessories.html?,"PRESSURE WASHERS, PARTS & ACCESSORIES",https://www.canadiantire.ca/en/automotive/pressure-washers-parts-accessories.html,,
57,PRESSURE_WASHERS,PRESSURE WASHER DETERGENTS,https://www.canadiantire.ca/en/automotive/pressure-washers-parts-accessories/pressure-washer-detergents.html?,"PRESSURE WASHERS, PARTS & ACCESSORIES",https://www.canadiantire.ca/en/automotive/pressure-washers-parts-accessories.html,,
58,REPAIR MANUALS,REPAIR MANUALS,https://www.canadiantire.ca/en/automotive/repair-manuals.html?,REPAIR MANUALS,https://www.canadiantire.ca/en/automotive/repair-manuals.html,,
59,RV_PARTS,"BIKE RACKS, HITCHES & CARRIERS FOR CARS",https://www.canadiantire.ca/en/sports-rec/bikes-accessories/bike-racks-carriers.html?,RV PARTS & ACCESSORIES,https://www.canadiantire.ca/en/automotive/rv-parts-accessories.html,,
60,RV_PARTS,RV PLUMBING & SANITATION,https://www.canadiantire.ca/en/automotive/rv-parts-accessories/rv-plumbing-sanitation.html?,RV PARTS & ACCESSORIES,https://www.canadiantire.ca/en/automotive/rv-parts-accessories.html,,
61,RV_PARTS,RV INTERIOR,https://www.canadiantire.ca/en/automotive/rv-parts-accessories/rv-interior.html?,RV PARTS & ACCESSORIES,https://www.canadiantire.ca/en/automotive/rv-parts-accessories.html,,
62,RV_PARTS,RV FRESH WATER ACCESSORIES,https://www.canadiantire.ca/en/automotive/rv-parts-accessories/rv-fresh-water-accessories.html?,RV PARTS & ACCESSORIES,https://www.canadiantire.ca/en/automotive/rv-parts-accessories.html,,
63,RV_PARTS,RV REPLACEMENT PARTS & MAINTENANCE,https://www.canadiantire.ca/en/automotive/rv-parts-accessories/rv-replacement-parts-maintenance.html?,RV PARTS & ACCESSORIES,https://www.canadiantire.ca/en/automotive/rv-parts-accessories.html,,
64,RV_PARTS,RV EXTERIOR,https://www.canadiantire.ca/en/automotive/rv-parts-accessories/rv-exterior-accessories.html?,RV PARTS & ACCESSORIES,https://www.canadiantire.ca/en/automotive/rv-parts-accessories.html,,
65,RV_PARTS,RV LEVELS & STABILIZATION,https://www.canadiantire.ca/en/automotive/rv-parts-accessories/rv-levels-stabilization.html?,RV PARTS & ACCESSORIES,https://www.canadiantire.ca/en/automotive/rv-parts-accessories.html,,
66,RV_PARTS,RV COVERS,https://www.canadiantire.ca/en/automotive/rv-parts-accessories/rv-covers.html?,RV PARTS & ACCESSORIES,https://www.canadiantire.ca/en/automotive/rv-parts-accessories.html,,
67,TRUCKS_ACC,TRAILERS & TOWING ACCESSORIES,https://www.canadiantire.ca/en/automotive/trailers-towing-accessories.html?,TRUCKS ACCESSORIES,https://www.canadiantire.ca/en/automotive/truck-accessories.html,,
68,TRUCKS_ACC,LIGHT TRUCK & SUV TIRES,https://www.canadiantire.ca/en/automotive/tires-wheels/tires/light-truck-suv-tires.html?,TRUCKS ACCESSORIES,https://www.canadiantire.ca/en/automotive/truck-accessories.html,,
69,TRUCKS_ACC,CARGO MANAGEMENT,https://www.canadiantire.ca/en/automotive/truck-accessories/cargo-management.html?,TRUCKS ACCESSORIES,https://www.canadiantire.ca/en/automotive/truck-accessories.html,,
70,TRUCKS_ACC,FLOOR MATS AND LINERS,https://www.canadiantire.ca/en/automotive/interior-car-accessories/car-mats.html?,TRUCKS ACCESSORIES,https://www.canadiantire.ca/en/automotive/truck-accessories.html,,
71,TRUCKS_ACC,"EXTERIOR TRUCK PROTECTORS, COVERS & LINERS",https://www.canadiantire.ca/en/automotive/truck-accessories/exterior-truck-protectors-covers.html?,TRUCKS ACCESSORIES,https://www.canadiantire.ca/en/automotive/truck-accessories.html,,
72,TRUCKS_ACC,PERFORMANCE TRUCK PARTS,https://www.canadiantire.ca/en/automotive/truck-accessories/performance-truck-parts.html?,TRUCKS ACCESSORIES,https://www.canadiantire.ca/en/automotive/truck-accessories.html,,
73,TRUCKS_ACC,SUSPENSION,https://www.canadiantire.ca/en/automotive/truck-accessories/suspension.html?,TRUCKS ACCESSORIES,https://www.canadiantire.ca/en/automotive/truck-accessories.html,,
74,TRUCKS_ACC,TRUCK WHEELS,https://www.canadiantire.ca/en/automotive/tires-wheels/wheels/truck-wheels.html?,TRUCKS ACCESSORIES,https://www.canadiantire.ca/en/automotive/truck-accessories.html,,
75,TRUCKS_ACC,TONNEAU COVERS,https://www.canadiantire.ca/en/automotive/truck-accessories/tonneau-covers.html?,TRUCKS ACCESSORIES,https://www.canadiantire.ca/en/automotive/truck-accessories.html,,
76,TRUCKS_ACC,SPLASH & MUD FLAPS,https://www.canadiantire.ca/en/automotive/tires-wheels/tire-wheel-accessories/splash-mud-guards.html?,TRUCKS ACCESSORIES,https://www.canadiantire.ca/en/automotive/truck-accessories.html,,
77,TRUCKS_ACC,SEAT COVERS,https://www.canadiantire.ca/en/automotive/truck-accessories/seat-covers.html?,TRUCKS ACCESSORIES,https://www.canadiantire.ca/en/automotive/truck-accessories.html,,
78,TRUCKS_ACC,TRUCK LIGHTING,https://www.canadiantire.ca/en/automotive/truck-accessories/truck-fog-driving-lights.html?,TRUCKS ACCESSORIES,https://www.canadiantire.ca/en/automotive/truck-accessories.html,,
79,TRUCKS_ACC,RUNNING BOARDS & STEPS,https://www.canadiantire.ca/en/automotive/truck-accessories/runningboards-steps.html?,TRUCKS ACCESSORIES,https://www.canadiantire.ca/en/automotive/truck-accessories.html,,
80,TRUCKS_ACC,JEEP ACCESSORIES,https://www.canadiantire.ca/en/automotive/truck-accessories/jeep-accessories.html?,TRUCKS ACCESSORIES,https://www.canadiantire.ca/en/automotive/truck-accessories.html,,
81,TRUCKS_ACC,SNOW PLOWS & ACCESSORIES,https://www.canadiantire.ca/en/automotive/truck-accessories/snow-plows-accessories.html?,TRUCKS ACCESSORIES,https://www.canadiantire.ca/en/automotive/truck-accessories.html,,
82,AREA RUGS & FLOORING,AREA RUGS & FLOORING,https://www.canadiantire.ca/en/household-pets/home-decor/area-rugs-flooring.html?adlocation=LIT_Category_Product_AreaRugsAndFlooringCat_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
83,ARTIFICIAL FLOWERS & PLANTS,ARTIFICIAL FLOWERS & PLANTS,https://www.canadiantire.ca/en/household-pets/home-decor/artificial-flowers-plants.html?adlocation=LIT_Category_Product_ArtificialFlowersAndPlantsCat_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
84,CANDLES,CANDLES,https://www.canadiantire.ca/en/household-pets/home-decor/candles.html?adlocation=LIT_Category_Product_CandlesCat_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
85,DECORATIVE PILLOWS,DECORATIVE PILLOWS,https://www.canadiantire.ca/en/household-pets/home-decor/decorative-pillows-throws/decorative-pillows.html?adlocation=LIT_Category_Product_DecorativePillowsCat_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
86,WALL CLOCKS,WALL CLOCKS,https://www.canadiantire.ca/en/household-pets/home-decor/wall-clocks.html?adlocation=LIT_Category_Product_WallClocksCat_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
87,WALL MIRRORS,WALL MIRRORS,https://www.canadiantire.ca/en/household-pets/home-decor/wall-mirrors.html?adlocation=LIT_Category_Product_WallMirrorsCat_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
88,PENDANT LIGHTS,PENDANT LIGHTS,https://www.canadiantire.ca/en/lighting/pendant-lights.html?adlocation=LIT_Lighting_PendantLights_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
89,FLUSH & SEMI-FLUSH MOUNT LIGHTS,FLUSH & SEMI-FLUSH MOUNT LIGHTS,https://www.canadiantire.ca/en/lighting/flush-semi-flush-mount-lights.html?adlocation=LIT_Lighting_FlushSemiFlushMountLights_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
90,CEILING FANS & ACCESSORIES,CEILING FANS & ACCESSORIES,https://www.canadiantire.ca/en/lighting/ceiling-fans-accessories.html?adlocation=LIT_Lighting_CeilingFansAccessories_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
91,FLOOR LAMPS,FLOOR LAMPS,https://www.canadiantire.ca/en/lighting/floor-lamps.html?adlocation=LIT_Lighting_FloorLamps_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
92,TABLE LAMPS,TABLE LAMPS,https://www.canadiantire.ca/en/lighting/table-lamps.html?adlocation=LIT_Lighting_TableLamps_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
93,DESK LAMPS & CLIP-ON LIGHTS,DESK LAMPS & CLIP-ON LIGHTS,https://www.canadiantire.ca/en/lighting/desk-lamps.html?adlocation=LIT_Lighting_DeskLamps_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
94,BATHROOM LIGHTS & FIXTURES,BATHROOM LIGHTS & FIXTURES,https://www.canadiantire.ca/en/lighting/bathroom-lights.html?adlocation=LIT_Lighting_BathroomLights_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
95,AREA LIGHTS,AREA LIGHTS,https://www.canadiantire.ca/en/outdoor-living/outdoor-lighting/area-flood-lights/area-lights.html?adlocation=LIT_Category_Product_AreaLightsCat_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
96,OUTDOOR WALL & ENTRY LIGHTING,OUTDOOR WALL & ENTRY LIGHTING,https://www.canadiantire.ca/en/outdoor-living/outdoor-lighting/wall-entry-lighting.html?adlocation=LIT_Lighting_WallEntryLights_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
97,LIGHT BULBS,LIGHT BULBS,https://www.canadiantire.ca/en/lighting/light-bulbs.html?adlocation=LIT_Lighting_LightBulbs_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
98,FLUORESCENT TUBE LIGHT BULBS,FLUORESCENT TUBE LIGHT BULBS,https://www.canadiantire.ca/en/lighting/light-bulbs/fluorescent-tube-light-bulbs.html?adlocation=LIT_Category_Product_TubeBulbsCat_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
99,"DIMMERS, SWITCHES & TIMERS","DIMMERS, SWITCHES & TIMERS",https://www.canadiantire.ca/en/tools-hardware/electrical/dimmers-switches-timers.html?adlocation=LIT_Lighting_DimmersSwitchesTimers_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
100,SWITCH & WALL PLATES,SWITCH & WALL PLATES,https://www.canadiantire.ca/en/lighting/lighting-hardware/switch-wall-plates.html?adlocation=LIT_Lighting_WallPlates_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
101,FLUORESCENT LIGHT FIXTURES,FLUORESCENT LIGHT FIXTURES,https://www.canadiantire.ca/en/lighting/fluorescent-light-fixtures.html?adlocation=LIT_Lighting_FlourescentLights_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
102,PEDESTAL FANS: OSCILLATING & STANDING,PEDESTAL FANS: OSCILLATING & STANDING,https://www.canadiantire.ca/en/heating-cooling/electric-fans/pedestal-fans.html?adlocation=LIT_HeatingCooling_ElectricFans_PedistalFans_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
103,TOWER FANS: OSCILLATING & COOLING,TOWER FANS: OSCILLATING & COOLING,https://www.canadiantire.ca/en/heating-cooling/electric-fans/tower-fans.html?adlocation=LIT_HeatingCooling_ElectricFans_TowerFans_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
